elab_smiles,pred,canonical_smiles,withdrawn_flag,pref_name,chembl_id,level5
C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN)C8OC)OC7C6O3)C5O4,1,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@H]3[C@H](C[C@H]4O[C@@H](CC[C@@H]1O2)C[C@@H](C)C4=C)O[C@H](C[C@H](O)CN)[C@@H]3OC,0,ERIBULIN,CHEMBL1683590,"('L01XX41',)"
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,1,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,0,ERGOCALCIFEROL,CHEMBL1536,"('A11CC01',)"
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)(C)O,1,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O.O,0,CALCIFEDIOL,CHEMBL3544909,"('H05BX05', 'A11CC06')"
C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,1,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,0,NALMEFENE,CHEMBL982,"('N07BB05',)"
C=C1CCN(C(C)C(O)(Cn2cncn2)c2ccc(F)cc2F)CC1,1,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,0,EFINACONAZOLE,CHEMBL2103877,"('D01AC19',)"
C=C1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,1,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,0,METHACYCLINE,CHEMBL249837,"('J01AA05',)"
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,1,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0,OSIMERTINIB,CHEMBL3353410,"('L01EB04',)"
C=CC(N)CCC(=O)O,1,C=CC(N)CCC(=O)O,0,VIGABATRIN,CHEMBL89598,"('N03AG04',)"
C=CC1(C)CC(OC(=O)CSC2CC3CCC(C2)N3C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@H]2C[C@@H]3CC[C@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0,RETAPAMULIN,CHEMBL1658,"('D06AX13',)"
C=CC1(C)CC(OC(=O)CSC2CCC(N)CC2O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0,LEFAMULIN,CHEMBL3291398,"('J01XX12',)"
C=CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOCC(=O)O)c3csc(N)n3)C2SC1,0,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,0,CEFIXIME,CHEMBL1541,"('J01DD08',)"
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,0,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,0,CEFDINIR,CHEMBL927,"('J01DD15',)"
C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C(C)(C)C)NC(=O)OC1CC1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,1,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,0,GRAZOPREVIR,CHEMBL2063090,"('J05AP11',)"
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,1,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,0,METHOHEXITAL,CHEMBL7413,"('N05CA15', 'N01AF01')"
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,1,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,0,TALBUTAL,CHEMBL1200802,"('N05CA07',)"
C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,1,C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,1,PROXIBARBAL,CHEMBL2105233,"('N05CA22',)"
C=CCC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,1,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCCC4[C@H]3CC[C@@]21C,0,ALLYLESTRENOL,CHEMBL2105618,"('G03DC01',)"
C=CCC1=CC(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,1,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC.O,0,TACROLIMUS,CHEMBL3989887,"('L04AD02', 'D11AH01')"
C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21,1,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0,CABERGOLINE,CHEMBL1201087,"('N04BC06', 'G02CB03')"
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,1,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0,NALOXONE,CHEMBL80,"('V03AB15', 'A06AH04')"
C=CCN1CCC23c4c5ccc(O)c4OC2C(OCCOCCOCCOCCOCCOCCOCCOC)CCC3(O)C1C5,1,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,0,NALOXEGOL,CHEMBL2219418,"('A06AH03',)"
C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,1,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,1,VERALIPRIDE,CHEMBL2105581,"('N05AL06',)"
C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,1,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,0,ALMITRINE,CHEMBL1183717,"('R07AB07',)"
C=CCOc1ccc(CC(=O)O)cc1Cl,1,C=CCOc1ccc(CC(=O)O)cc1Cl,1,ALCLOFENAC,CHEMBL94081,"('M01AB06',)"
C=CCOc1ccccc1OCC(O)CNC(C)C,1,C=CCOc1ccccc1OCC(O)CNC(C)C,0,OXPRENOLOL,CHEMBL546,"('C07AA02',)"
C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1,1,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-],0,ROCURONIUM BROMIDE,CHEMBL1200648,"('M03AC09',)"
C=CC[N+]12CCC34c5ccccc5N5C=C6C7CC8C9(CC[N+]8(CC=C)CC7=CCO)c7ccccc7N(C=C(C(CC31)C(=CCO)C2)C54)C69,1,C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,0,ALCURONIUM,CHEMBL3305985,"('M03AA01',)"
C=c1c(C(=O)NCCN(CC)CC)c(C)[nH]c1=Cc1c(O)[nH]c2ccc(F)cc12,1,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,0,SUNITINIB,CHEMBL535,"('L01EX01',)"
C=c1c(N)c(O)c2c(c1O)N1CC3NC3C1(OC)C=2COC(N)=O,1,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,0,MITOMYCIN,CHEMBL105,"('L01DC03',)"
CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,1,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,0,ILOPROST,CHEMBL494,"('B01AC11',)"
CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,1,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,0,LINAGLIPTIN,CHEMBL237500,"('A10BH05',)"
CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,1,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,0,MUPIROCIN,CHEMBL719,"('R01AX06', 'D06AX09')"
CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,1,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,0,IXABEPILONE,CHEMBL1201752,"('L01DC04',)"
CC(=O)C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,1,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,0,TERIFLUNOMIDE,CHEMBL973,"('L04AA31',)"
CC(=O)C1(C)CCC2C3=CC(C)=C4CC(=O)CCC4(C)C3CCC21C,1,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,MEDROGESTONE,CHEMBL2106825,"('G03DB03',)"
CC(=O)C1(O)CCC2C3=C(C4=C(CC3)CC(=O)CC4)C(c3ccc(N(C)C)cc3)CC21C,1,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0,ULIPRISTAL,CHEMBL2103846,"('G03XB02', 'G03AD02')"
CC(=O)C1(O)CCC2C3=CC(C)=C4CC(=O)CCC4C3CCC21C,1,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,0,NOMEGESTROL,CHEMBL2105722,"('G03DB04',)"
CC(=O)C1(O)CCC2C3CC(C)=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,FLUOROMETHOLONE,CHEMBL1200600,"('S01CB05', 'D07XB04', 'D10AA01', 'D07AB06', 'C05AA06', 'S01BA07')"
CC(=O)C1CCC2C3CC(C)=C4CC(=O)CCC4(C)C3C(O)CC12C,1,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,0,MEDRYSONE,CHEMBL1201173,"('S01BA08',)"
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,1,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0,PENTOXIFYLLINE,CHEMBL628,"('C04AD03',)"
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,1,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0,IOHEXOL,CHEMBL1200455,"('V08AB02',)"
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,1,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,0,IOXILAN,CHEMBL1201075,"('V08AB12',)"
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,1,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,0,DEFEROXAMINE,CHEMBL556,"('V03AC01',)"
CC(=O)NC(CS)C(=O)O,1,CC(=O)N[C@@H](CS)C(=O)O,0,ACETYLCYSTEINE,CHEMBL600,"('S01XA08', 'R05CB01', 'V03AB23')"
CC(=O)NC1C(N=C(N)N)C=C(C(=O)O)OC1C(O)C(O)CO,1,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,0,ZANAMIVIR,CHEMBL222813,"('J05AH01',)"
CC(=O)NC1CC(O)C(CO)OC1OC1C(C(=O)O)OC(O)C(O)C1O,1,CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@@H]1[C@@H](C(=O)O)O[C@@H](O)[C@H](O)[C@H]1O,0,HYALURONATE,CHEMBL2110674,"('S01KA51',)"
CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,1,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,0,LINEZOLID,CHEMBL126,"('J01XX08',)"
CC(=O)NCCCS(=O)(=O)O,1,CC(=O)NCCCS(=O)(=O)O,0,ACAMPROSATE,CHEMBL1201293,"('N07BB03',)"
CC(=O)NS(=O)(=O)c1ccc(N)cc1,1,CC(=O)NS(=O)(=O)c1ccc(N)cc1,0,SULFACETAMIDE,CHEMBL455,"('S01AB04', 'D10AF06')"
CC(=O)Nc1c(I)c(C(=O)NC2C(O)OC(CO)C(O)C2O)c(I)c(N(C)C(C)=O)c1I,1,CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I,0,METRIZAMIDE,CHEMBL462394,"('V08AB01',)"
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,1,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,0,METRIZOIC ACID,CHEMBL1736,"('V08AA02',)"
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,1,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,0,ACETRIZOIC ACID,CHEMBL1201327,"('V08AA07',)"
CC(=O)Nc1cc([As](=O)(O)O)ccc1O,1,CC(=O)Nc1cc([As](=O)(O)O)ccc1O,0,ACETARSONE,CHEMBL1330792,"('G01AB01', 'P01CD02', 'A07AX02')"
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,0,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,0,BENORILATE,CHEMBL162036,"('N02BA10',)"
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,1,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,0,PRACTOLOL,CHEMBL6995,"('C07AB01',)"
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,1,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,0,TRAMETINIB,CHEMBL2103875,"('L01EE01',)"
CC(=O)Nc1nnc(S(N)(=O)=O)s1,1,CC(=O)Nc1nnc(S(N)(=O)=O)s1,0,ACETAZOLAMIDE,CHEMBL20,"('S01EC01',)"
CC(=O)OC(C)C[N+](C)(C)C,1,CC(=O)OC(C)C[N+](C)(C)C,0,METHACHOLINE,CHEMBL978,"('V04CX03',)"
CC(=O)OC(CC(=O)O)C[N+](C)(C)C,1,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,0,ACETYLCARNITINE,CHEMBL1697733,"('N06BX12',)"
CC(=O)OC1(C(C)=O)CCC2C3CC(C)=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,FLUOROMETHOLONE ACETATE,CHEMBL1201064,"('S01CB05', 'D07XB04', 'D10AA01', 'D07AB06', 'C05AA06', 'S01BA07')"
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(=O)C3C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,1,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C.O.O.O,0,DOCETAXEL,CHEMBL3545252,"('L01CD02',)"
CC(=O)OC1=C2C(C)C(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C,1,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,0,PACLITAXEL,CHEMBL428647,"('L01CD01',)"
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,1,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0,LANATOSIDE C,CHEMBL506569,"('C01AA06',)"
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,1,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,0,ACETYLDIGITOXIN,CHEMBL3545057,"('C01AA01',)"
CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,1,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,0,FUSIDIC ACID,CHEMBL374975,"('D06AX01', 'S01AA13', 'D09AA02', 'J01XC01')"
